NO.1,NO.2,NO.3,NDX
214.609,231.563,224.664,231.563
218.903,236.197,228.611,236.197
215.72,232.763,225.525,232.763
211.006,227.676,220.941,227.676
202.046,218.009,211.994,218.009
206.436,222.745,216.645,222.745
200.556,216.401,210.381,216.401
196.2,211.701,205.802,211.701
198.152,213.807,207.508,213.807
204.598,220.762,214.927,220.762
208.513,224.985,219.271,224.985
199.142,214.875,209.545,214.875
197.231,212.813,206.979,212.813
187.372,202.175,196.446,202.175
178.729,192.849,187.576,192.849
166.268,179.404,174.405,179.404
157.955,170.434,165.405,170.434
154.944,167.184,162.231,167.184
155.008,167.254,162.231,167.254
155.414,167.692,162.637,167.692
156.495,168.859,163.901,168.859
158.422,170.938,166.174,170.938
167.815,181.072,176.255,181.072
176.957,190.938,186.289,190.938
188.819,203.737,198.503,203.737
193.607,208.902,203.099,208.902
189.259,204.211,198.707,204.211
181.479,195.816,190.091,195.816
181.207,195.522,189.233,195.522
178.179,192.256,185.815,192.256
175.426,189.286,182.911,189.286
177.293,191.3,185.247,191.3
183.35,197.835,191.801,197.835
196.502,212.027,206.066,212.027
202.898,218.927,213.66,218.927
201.278,217.179,211.953,217.179
199.517,215.279,209.747,215.279
193.109,208.364,202.842,208.364
187.359,202.161,196.458,202.161
177.794,191.841,186.277,191.841
173.676,187.397,181.805,187.397
170.908,184.411,178.927,184.411
171.49,185.039,179.61,185.039
173.621,187.337,181.967,187.337
175.818,189.709,184.539,189.709
180.671,194.945,189.743,194.945
189.503,204.474,199.112,204.474
200.733,216.592,211.558,216.592
205.942,222.212,217.383,222.212
205.33,221.551,216.637,221.551
197.611,213.222,207.771,213.222
189.884,204.885,199.528,204.885
182.313,196.716,191.405,196.716
177.388,191.403,185.908,191.403
169.721,183.129,177.849,183.129
164.854,177.877,172.716,177.877
168.467,181.776,176.781,181.776
183.273,197.752,192.805,197.752
202.468,218.463,213.368,218.463
204.36,220.504,215.783,220.504
204.434,220.585,215.483,220.585
198.421,214.097,208.893,214.097
187.658,202.483,197.297,202.483
180.808,195.092,189.755,195.092
175.674,189.553,184.255,189.553
176.482,190.425,185.077,190.425
179.733,193.932,188.556,193.932
181.97,196.345,191.197,196.345
187.417,202.223,197.338,202.223
202.186,218.159,213.206,218.159
224.951,242.722,237.433,242.722
233.017,251.426,245.261,251.426
224.209,241.923,235.127,241.923
215.07,232.061,225,232.061
210.263,226.875,219.449,226.875
202.143,218.112,210.878,218.112
193.699,209.002,201.913,209.002
191.143,206.243,198.7,206.243
187.099,201.881,194.442,201.881
186.45,201.179,194.216,201.179
192.713,207.937,201.093,207.937
203.333,219.396,212.72,219.396
212.71,229.514,223.081,229.514
207.716,224.127,218.178,224.127
201.865,217.813,211.843,217.813
191.109,206.206,200.199,206.206
177.525,191.55,185.68,191.55
164.638,177.645,171.795,177.645
161.317,174.061,168.103,174.061
160.194,172.849,166.96,172.849
160.347,173.015,167.331,173.015
164.313,177.295,171.659,177.295
171.558,185.112,179.755,185.112
184.518,199.095,193.736,199.095
207.431,223.818,218.249,223.818
216.357,233.449,227.127,233.449
205.28,221.498,215.119,221.498
193.397,208.676,202.264,208.676
183.695,198.208,191.788,198.208
177.663,191.698,184.807,191.698
169.099,182.459,175.513,182.459
165.93,179.039,171.772,179.039
161.831,174.615,167.464,174.615
161.201,173.937,167.167,173.937
163.968,176.922,170.648,176.922
178.423,192.519,186.64,192.519
194.816,210.207,204.761,210.207
192.177,207.359,202.518,207.359
191.49,206.619,201.391,206.619
185.717,200.389,194.998,200.389
173.018,186.687,181.208,186.687
160.213,172.87,167.526,172.87
157.552,169.999,164.315,169.999
155.853,168.165,162.642,168.165
157.396,169.83,164.291,169.83
160.292,172.955,167.638,172.955
167.51,180.744,175.677,180.744
181.838,196.204,191.228,196.204
205.68,221.93,216.757,221.93
216.599,233.711,227.733,233.711
206.749,223.083,216.656,223.083
197.055,212.623,206.096,212.623
190.324,205.359,198.554,205.359
183.975,198.51,191.384,198.51
176.956,190.936,183.826,190.936
172.184,185.786,178.68,185.786
167.307,180.525,173.473,180.525
164.898,177.925,171.204,177.925
170.437,183.901,177.661,183.901
184.867,199.471,193.665,199.471
203.784,219.883,214.491,219.883
204.683,220.853,215.497,220.853
202.081,218.046,212.734,218.046
195.444,210.884,205.478,210.884
184.115,198.661,193.132,198.661
169.607,183.006,177.704,183.006
167.117,180.32,174.745,180.32
166.896,180.081,174.498,180.081
166.652,179.817,174.238,179.817
169.678,183.083,177.608,183.083
174.514,188.3,183.184,188.3
184.372,198.938,194.203,198.938
208.833,225.332,220.181,225.332
218.036,235.261,229.28,235.261
209.07,225.588,219.228,225.588
202.788,218.809,212.487,218.809
195.538,210.986,204.612,210.986
186.297,201.014,194.203,201.014
182.113,196.501,189.401,196.501
179.907,194.119,187.232,194.119
176.599,190.551,183.936,190.551
174.297,188.066,181.679,188.066
174.852,188.665,183.032,188.665
186.885,201.649,196.105,201.649
202.842,218.866,213.594,218.866
202.787,218.807,213.856,218.807
201.244,217.143,212.012,217.143
192.36,207.556,202.52,207.556
180.973,195.271,190.113,195.271
168.835,182.173,177.162,182.173
172.892,186.55,180.757,186.55
172.271,185.881,180.1,185.881
169.932,183.357,178.015,183.357
173.29,186.98,181.825,186.98
179.61,193.8,188.903,193.8
194.531,209.899,205.072,209.899
218.015,235.239,230.13,235.239
226.827,244.747,239.027,244.747
213.534,230.404,223.803,230.404
204.074,220.197,212.879,220.197
194.652,210.03,202.404,210.03
188.01,202.864,195.104,202.864
183.592,198.097,190.096,198.097
177.432,191.449,183.559,191.449
171.567,185.121,177.396,185.121
170.055,183.49,176.002,183.49
171.254,184.783,177.662,184.783
183.53,198.03,191.125,198.03
195.966,211.448,204.989,211.448
196.928,212.485,206.351,212.485
193.618,208.914,202.857,208.914
189.544,204.519,198.534,204.519
183.037,197.498,191.643,197.498
172.573,186.206,180.344,186.206
168.494,181.805,175.802,181.805
166.099,179.221,173.216,179.221
166.265,179.4,173.411,179.4
165.856,178.96,173.026,178.96
170.331,183.787,177.736,183.787
173.126,186.803,180.845,186.803
182.794,197.236,191.451,197.236
194.718,210.102,204.639,210.102
203.047,219.088,213.814,219.088
206.601,222.922,217.366,222.922
202.353,218.34,212.477,218.34
192.16,207.341,201.586,207.341
186.852,201.614,196.034,201.614
180.118,194.347,188.766,194.347
176.164,190.082,184.496,190.082
176.25,190.174,184.563,190.174
180.247,194.486,188.934,194.486
186.994,201.766,196.22,201.766
195.144,210.56,204.89,210.56
188.944,203.87,198.62,203.87
186.547,201.285,196.057,201.285
183.704,198.218,193.126,198.218
176.983,190.964,185.93,190.964
169.489,182.88,178.028,182.88
162.049,174.851,170.211,174.851
160.017,172.659,167.943,172.659
159.77,172.393,167.812,172.393
162.943,175.815,171.156,175.815
165.346,178.409,173.772,178.409
170.159,183.602,178.755,183.602
177.454,191.474,186.692,191.474
187.661,202.487,198.022,202.487
196.254,211.759,207.421,211.759
195.454,210.896,206.328,210.896
191.482,206.609,201.639,206.609
189.589,204.566,199.226,204.566
187.134,201.917,196.601,201.917
181.31,195.633,190.495,195.633
176.711,190.671,185.654,190.671
177.636,191.669,186.511,191.669
180.368,194.617,189.454,194.617
194.612,209.986,205.213,209.986
213.687,230.568,225.707,230.568
215.095,232.088,227.538,232.088
213.33,230.183,225.442,230.183
209.975,226.564,221.54,226.564
203.376,219.443,213.839,219.443
195.43,210.87,204.983,210.87
192.467,207.672,201.728,207.672
192.036,207.207,201.437,207.207
194.046,209.376,203.792,209.376
201.325,217.23,211.629,217.23
209.796,226.371,220.832,226.371
223.421,241.072,235.843,241.072
246.714,266.204,261.008,266.204
258.781,279.226,273.282,279.226
249.329,269.026,262.348,269.026
242.668,261.84,254.75,261.84
231.92,250.242,242.969,250.242
222.47,240.045,232.726,240.045
213.436,230.297,223.097,230.297
206.718,223.049,215.84,223.049
200.842,216.708,209.433,216.708
197.42,213.016,205.838,213.016
200.269,216.09,209.32,216.09
213.873,230.77,224.435,230.77
233.912,252.391,246.261,252.391
237.499,256.261,250.384,256.261
233.703,252.165,246.235,252.165
226.108,243.971,237.958,243.971
214.957,231.94,225.808,231.94
203.5,219.576,213.472,219.576
201.171,217.064,211.087,217.064
202.272,218.251,212.178,218.251
204.073,220.195,214.073,220.195
206.29,222.588,216.785,222.588
211.182,227.866,222.341,227.866
223.811,241.492,235.908,241.492
246.088,265.53,259.81,265.53
254.286,274.376,267.672,274.376
244.159,263.448,256.115,263.448
228.492,246.543,239.408,246.543
222.101,239.648,232.329,239.648
215.138,232.135,224.617,232.135
207.982,224.414,216.845,224.414
202.104,218.07,210.634,218.07
200.939,216.813,209.192,216.813
204.189,220.321,212.836,220.321
210.281,226.894,219.767,226.894
220.104,237.493,230.828,237.493
230.412,248.614,242.167,248.614
229.982,248.152,241.778,248.152
221.945,239.479,233.263,239.479
215.589,232.621,226.386,232.621
202.469,218.464,212.18,218.464
190.557,205.612,199.448,205.612
187.771,202.605,196.318,202.605
189.495,204.465,198.193,204.465
192.507,207.715,201.476,207.715
196.434,211.952,205.701,211.952
203.403,219.473,213.554,219.473
218.806,236.092,230.129,236.092
242.515,261.675,255.512,261.675
249.972,269.721,262.648,269.721
233.278,251.708,244.204,251.708
218.436,235.693,228.029,235.693
212.034,228.786,220.856,228.786
205.768,222.024,213.961,222.024
199.685,215.46,207.325,215.46
191.95,207.115,199.142,207.115
189.26,204.212,196.042,204.212
186.627,201.371,193.324,201.371
192.333,207.527,199.793,207.527
204.955,221.146,213.858,221.146
219.776,237.139,230.407,237.139
221.283,238.764,232.338,238.764
216.698,233.817,227.458,233.817
205.691,221.941,215.798,221.941
192.634,207.853,201.558,207.853
177.539,191.565,185.457,191.565
175.572,189.442,182.993,189.442
173.525,187.234,180.912,187.234
173.909,187.648,181.477,187.648
176.515,190.46,184.466,190.46
182.98,197.436,191.65,197.436
195.423,210.862,205.026,210.862
220.841,238.288,232.055,238.288
223.533,241.192,234.473,241.192
207.307,223.685,216.743,223.685
198.234,213.895,206.445,213.895
189.596,204.575,196.944,204.575
183.787,198.307,190.438,198.307
178.035,192.101,184.157,192.101
172.337,185.953,177.905,185.953
169.837,183.254,175.157,183.254
165.332,178.393,170.638,178.393
168.094,181.373,173.934,181.373
175.732,189.615,182.476,189.615
194.865,210.26,203.48,210.26
193.886,209.204,203.1,209.204
190.673,205.737,199.437,205.737
184.844,199.447,193.004,199.447
175.06,188.891,182.403,188.891
163.842,176.785,170.389,176.785
158.429,170.946,164.67,170.946
160.196,172.851,166.485,172.851
160.132,172.783,166.597,172.783
163.017,175.896,169.779,175.896
169.07,182.426,176.556,182.426
185.137,199.764,193.893,199.764
211.543,228.255,222.173,228.255
220.566,237.992,231.24,237.992
205.711,221.963,214.799,221.963
192.583,207.797,200.56,207.797
186.188,200.898,193.063,200.898
180.188,194.423,186.543,194.423
173.525,187.234,179.572,187.234
167.9,181.165,173.435,181.165
164.024,176.982,169.373,176.982
162.353,175.179,167.656,175.179
163.13,176.017,168.945,176.017
170.241,183.691,177.052,183.691
183.767,198.284,191.624,198.284
180.269,194.51,188.278,194.51
174.664,188.462,182.296,188.462
168.455,181.763,175.483,181.763
157.05,169.458,163.314,169.458
143.423,154.754,148.942,154.754
139.154,150.147,144.131,150.147
137.224,148.065,142.006,148.065
134.856,145.509,139.577,145.509
134.163,144.762,138.866,144.762
136.472,147.253,141.395,147.253
142.927,154.219,148.164,154.219
153.226,165.332,159.304,165.332
163.434,176.345,170.824,176.345
175.702,189.583,183.826,189.583
176.603,190.556,184.767,190.556
176.987,190.97,184.826,190.97
171.683,185.246,179.24,185.246
170.103,183.542,177.351,183.542
167.78,181.034,174.784,181.034
166.183,179.312,173.181,179.312
167.134,180.337,174.298,180.337
173.323,187.015,180.753,187.015
182.098,196.484,190.187,196.484
191.02,206.111,200.131,206.111
190.085,205.103,199.282,205.103
186.124,200.828,195.172,200.828
180.216,194.453,188.817,194.453
174.437,188.217,182.501,188.217
162.764,175.622,170.103,175.622
156.928,169.326,163.847,169.326
155.598,167.891,162.308,167.891
154.45,166.652,161.197,166.652
154.6,166.813,161.432,166.813
156.32,168.669,163.472,168.669
160.889,173.6,168.303,173.6
167.701,180.95,175.943,180.95
179.411,193.584,188.976,193.584
189.975,204.984,200.123,204.984
192.173,207.356,202.35,207.356
188.539,203.434,198.006,203.434
180.678,194.951,189.392,194.951
175.995,189.898,184.421,189.898
170.048,183.482,178.052,183.482
167.017,180.211,174.599,180.211
168.154,181.439,175.749,181.439
173.126,186.804,181.263,186.804
185.507,200.162,194.71,200.162
197.076,212.645,207.474,212.645
196.88,212.434,207.607,212.434
194.661,210.039,205.053,210.039
189.652,204.634,199.281,204.634
181.248,195.568,189.894,195.568
170.185,183.629,178.097,183.629
169.29,182.665,176.794,182.665
168.998,182.35,176.602,182.35
169.561,182.956,177.455,182.956
175.248,189.093,183.655,189.093
185.132,199.758,194.346,199.758
202.282,218.263,212.857,218.263
225.494,243.309,237.763,243.309
231.887,250.206,243.846,250.206
218.669,235.944,228.894,235.944
206.967,223.317,215.783,223.317
196.187,211.687,204.176,211.687
190.466,205.513,197.768,205.513
183.37,197.857,190.16,197.857
178.579,192.687,185.011,192.687
173.599,187.313,179.642,187.313
173.03,186.7,179.177,186.7
178.294,192.379,185.29,192.379
189.54,204.515,197.91,204.515
205.901,222.167,215.803,222.167
204.906,221.094,215.199,221.094
199.1,214.829,208.914,214.829
188.74,203.651,197.477,203.651
176.094,190.005,183.761,190.005
164.65,177.657,171.647,177.657
162.004,174.803,168.394,174.803
160.026,172.669,166.402,172.669
159.394,171.987,165.842,171.987
161.421,174.173,168.133,174.173
167.962,181.232,175.499,181.232
184.514,199.092,193.253,199.092
206.775,223.11,217.231,223.11
219.461,236.799,229.73,236.799
211.246,227.935,220.301,227.935
209.023,225.536,217.585,225.536
208.567,225.045,216.981,225.045
205.107,221.31,213.152,221.31
202.017,217.977,209.944,217.977
199.997,215.798,207.663,215.798
195.745,211.21,203.383,211.21
194.579,209.952,202.333,209.952
201.508,217.427,210.057,217.427
208.834,225.333,218.377,225.333
218.265,235.508,229.005,235.508
218.114,235.346,229.114,235.346
210.598,227.236,221.102,227.236
201.639,217.569,211.221,217.569
188.064,202.922,196.442,202.922
176.755,190.72,184.301,190.72
174.929,188.749,182.113,188.749
175.558,189.428,182.758,189.428
176.259,190.184,183.671,190.184
181.055,195.358,188.848,195.358
187.79,202.625,196.413,202.625
201.876,217.825,211.521,217.825
224.361,242.086,235.951,242.086
229.602,247.741,240.866,247.741
217.093,234.243,226.588,234.243
207.654,224.06,216.47,224.06
201.94,217.893,209.945,217.893
198.411,214.086,205.829,214.086
190.659,205.722,197.7,205.722
187.66,202.485,194.339,202.485
182.496,196.913,188.889,196.913
179.07,193.216,185.437,193.216
181.856,196.223,188.847,196.223
195.912,211.39,204.493,211.39
210.813,227.467,221.297,227.467
214.852,231.826,225.808,231.826
213.313,230.166,224.223,230.166
203.987,220.103,214.305,220.103
192.866,208.102,202.059,208.102
180.974,195.271,189.414,195.271
178.979,193.118,187.04,193.118
179.048,193.194,187.106,193.194
182.219,196.615,190.521,196.615
184.55,199.129,193.113,199.129
191.551,206.683,200.936,206.683
205.606,221.85,216.167,221.85
229.622,247.762,241.683,247.762
237.015,255.74,248.939,255.74
225.182,242.972,235.859,242.972
217.525,234.71,227.49,234.71
216.292,233.379,225.672,233.379
206.528,222.844,215.364,222.844
203.018,219.057,211.528,219.057
199.569,215.336,207.632,215.336
196.858,212.411,204.927,212.411
197.196,212.774,205.461,212.774
201.902,217.853,211.067,217.853
212.222,228.987,222.596,228.987
222.73,240.327,234.242,240.327
222.425,239.996,234.212,239.996
214.716,231.679,225.843,231.679
205.934,222.203,216.217,222.203
192.721,207.946,201.72,207.946
181.161,195.474,189.085,195.474
178.744,192.865,186.178,192.865
173.728,187.453,181.057,187.453
174.385,188.161,181.792,188.161
175.138,188.974,182.789,188.974
181.734,196.092,190.016,196.092
195.891,211.366,205.235,211.366
219.817,237.184,230.841,237.184
228.651,246.714,239.417,246.714
212.519,229.309,221.891,229.309
204.888,221.074,213.426,221.074
195.78,211.248,203.506,211.248
190.833,205.91,197.971,205.91
186.678,201.426,193.595,201.426
181.536,195.877,188.24,195.877
174.943,188.763,181.291,188.763
171.469,185.016,177.856,185.016
172.813,186.466,179.716,186.466
178.125,192.198,185.826,192.198
192.974,208.22,202.215,208.22
196.396,211.911,206,211.911
192.858,208.094,202.448,208.094
189.65,204.632,198.893,204.632
181.677,196.03,190.18,196.03
172.764,186.412,180.686,186.412
168.899,182.243,176.266,182.243
166.034,179.151,173.383,179.151
165.941,179.051,173.285,179.051
168.508,181.821,176.13,181.821
171.308,184.842,179.108,184.842
178.904,193.038,187.297,193.038
187.654,202.479,196.855,202.479
197.212,212.793,207.611,212.793
198.329,213.997,208.661,213.997
190.426,205.47,199.881,205.47
181.741,196.098,190.293,196.098
172.426,186.047,180.071,186.047
162.967,175.841,169.875,175.841
156.603,168.975,162.947,168.975
147.633,159.296,153.745,159.296
147.824,159.502,153.703,159.502
148.252,159.965,154.337,159.965
153.274,165.383,159.99,165.383
168.69,182.016,176.787,182.016
170.127,183.567,178.662,183.567
167.301,180.519,175.784,180.519
165.658,178.746,173.759,178.746
159.678,172.292,167.307,172.292
151.705,163.691,158.856,163.691
142.514,153.773,148.071,153.773
145.391,156.877,151.017,156.877
146.448,158.018,152.34,158.018
150.439,162.324,156.811,162.324
159.987,172.627,167.24,172.627
173.177,186.858,181.652,186.858
196.947,212.506,207.106,212.506
208.234,224.685,217.564,224.685
194.86,210.254,203.217,210.254
